ImageURL,Name,URL,
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx211778-0MXK5HqVFBYH.jpg,The World's Strongest Witch,https://myanimelist.net/anime/64084/Sekai_Saikyou_no_Majo_Hajimemashita?q=The%20World%27s%20Strongest%20Witch&cat=anime,Y
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx33438-pBfMEC42XhCA.png,PSYREN,https://myanimelist.net/anime/63098/Psyren?q=PSYREN&cat=anime,Y
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx199007-qxUDe3KA6AGI.jpg,I'm Looking For a Zombie,https://myanimelist.net/anime/62524/Zombie_Sagashitemasu?q=%23I%27m%20Looking%20For%20a%20Zombie&cat=anime,1 Ep Trial
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx200294-E6KIgkFaJOfG.jpg,Super Psychic Policeman Chojo,https://myanimelist.net/anime/62696/Choujun_Choujou-senpai?q=Super%20Psychic%20Policeman%20Chojo&cat=anime,1 Ep Trial
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx157808-AozfgfGmJdkG.jpg,Tank Chair,https://myanimelist.net/manga/153168/Tank_Chair?q=TANK%20CHAIR&cat=manga,1 Ep Trial
https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx202079-nwBpDUms0Bab.png,Uncle's Obsession with Cute Things,https://myanimelist.net/anime/62907/Ojisan_wa_Kawaii_Mono_ga_Osuki?q=Uncle%27s%20Obsession%20with%20Cute%20Things&cat=anime,1 Ep Trial
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx114203-fIdB2UHuf3Ut.jpg,A Tale of the Secret Saint,https://myanimelist.net/anime/61153/Tensei_shita_Daiseijo_wa_Seijo_de_Aru_Koto_wo_Hitakakusu?q=A%20Tale%20of%20the%20Secret%20Saint&cat=anime,HELP
https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/n105664-4x0zfa6fmqp8.png,Overgeared,https://myanimelist.net/manga/147727/Overgeared?q=Overgeared&cat=manga,HELP
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx130729-EOOFhNdcAb6l.png,The Vermilion Mask,https://myanimelist.net/anime/61999/Shuiro_no_Kamen?q=The%20Vermilion%20Mask&cat=anime,HELP
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx174279-uezldEIrZ3MA.jpg,Nia Liston The Merciless Maiden,https://myanimelist.net/anime/63382/Kyouran_Reijou_Nia_Liston__Byoujaku_Reijou_ni_Tensei_shita_Kamigoroshi_no_Bujin_no_Karei_Naru_Musouroku?q=Nia%20Liston%3A%20The%20Merciless%20Maiden&cat=anime,HELP
https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx117945-LIjjgsdswFPN.jpg,Full Clearing Another World under a Goddess with Zero Believers ,https://myanimelist.net/anime/63292/Shinja_Zero_no_Megami-sama_to_Hajimeru_Isekai_Kouryaku?q=Full%20Clearing%20Another%20World%20under%20a%20Goddess%20with%20Zero%20Believers%20&cat=anime,???
